Date,ios_file_size,ios_all_ratings,ios_current_ratings
21-07-2016 08:50,110,107460,5668
21-07-2016 09:00,110,107460,5668
21-07-2016 09:10,110,107460,5668
21-07-2016 09:20,110,107460,5668
21-07-2016 09:30,110,107460,5668
21-07-2016 09:40,110,107460,5668
21-07-2016 09:50,110,107460,5668
21-07-2016 10:00,110,107460,5668
21-07-2016 10:10,110,107460,5668
21-07-2016 10:20,110,107460,5668
21-07-2016 10:30,110,107460,5668
21-07-2016 10:40,110,107460,5668
21-07-2016 10:50,110,107460,5668
21-07-2016 11:00,110,107972,5668
21-07-2016 11:10,110,107460,6203
21-07-2016 11:20,110,107972,6203
21-07-2016 11:30,110,107972,6203
21-07-2016 11:40,110,107972,6203
21-07-2016 11:50,110,107972,6203
21-07-2016 12:00,110,107972,6203
21-07-2016 12:10,110,107972,6203
21-07-2016 12:20,110,107972,6203
21-07-2016 12:30,110,107972,6203
21-07-2016 12:40,110,107972,6203
21-07-2016 12:50,110,107972,6203
21-07-2016 13:00,110,107972,6203
21-07-2016 13:10,110,107972,6203
21-07-2016 13:20,110,107972,6203
21-07-2016 13:30,110,107972,6203
21-07-2016 13:40,110,107972,6203
21-07-2016 13:50,110,107972,6203
21-07-2016 14:00,110,107972,6203
21-07-2016 14:10,110,107972,6203
21-07-2016 14:20,110,107972,6203
21-07-2016 14:30,110,107972,6203
21-07-2016 14:40,110,107972,6203
21-07-2016 14:50,110,107972,6203
21-07-2016 15:00,110,107972,6203
21-07-2016 15:10,110,108570,6203
21-07-2016 15:20,110,108570,6842
21-07-2016 15:30,110,108570,6842
21-07-2016 15:40,110,108570,6842
21-07-2016 15:50,110,108570,6842
21-07-2016 16:00,110,108570,6842
21-07-2016 16:10,110,108570,6842
21-07-2016 16:20,110,108570,6842
21-07-2016 16:30,110,108570,6842
21-07-2016 16:40,110,108570,6842
21-07-2016 16:50,110,108570,6842
21-07-2016 17:00,110,108570,6842
21-07-2016 17:10,110,108570,6842
21-07-2016 17:20,110,108570,6842
21-07-2016 17:30,110,108570,6842
21-07-2016 17:40,110,108570,6842
21-07-2016 17:50,110,108570,6842
21-07-2016 18:00,110,108570,6842
21-07-2016 18:10,110,108570,6842
21-07-2016 18:20,110,108570,6842
21-07-2016 18:30,110,108570,6842
21-07-2016 18:40,110,108570,6842
21-07-2016 18:50,110,108570,6842
21-07-2016 19:00,110,108886,6842
21-07-2016 19:10,110,108886,6842
21-07-2016 19:20,110,108886,7231
21-07-2016 19:30,110,108886,7231
21-07-2016 19:40,110,108886,7231
21-07-2016 19:50,110,108886,7231
21-07-2016 20:00,110,108886,7231
21-07-2016 20:10,110,108886,7231
21-07-2016 20:20,110,108886,7231
21-07-2016 20:30,110,108886,7231
21-07-2016 20:40,110,108886,7231
21-07-2016 20:50,110,108886,7231
21-07-2016 21:00,110,108886,7231
21-07-2016 21:10,110,108886,7231
21-07-2016 21:20,110,108886,7231
21-07-2016 21:30,110,108886,7231
21-07-2016 21:40,110,108886,7231
21-07-2016 21:50,110,108886,7231
21-07-2016 22:00,110,108886,7231
21-07-2016 22:10,110,108886,7231
21-07-2016 22:20,110,108886,7231
21-07-2016 22:30,110,108886,7231
21-07-2016 22:40,110,108886,7231
21-07-2016 22:50,110,108886,7231
21-07-2016 23:00,110,108886,7231
21-07-2016 23:10,110,108886,7231
21-07-2016 23:20,110,108886,7759
21-07-2016 23:30,110,108886,7759
21-07-2016 23:40,110,109369,7759
21-07-2016 23:50,110,109369,7759
22-07-2016 00:00,110,109369,7759
22-07-2016 00:10,110,109369,7759
22-07-2016 00:20,110,109369,7759
22-07-2016 00:30,110,109369,7759
22-07-2016 00:40,110,109369,7759
22-07-2016 00:50,110,109369,7759
22-07-2016 01:00,110,109369,7759
22-07-2016 01:10,110,109369,7759
22-07-2016 01:20,110,109369,7759
22-07-2016 01:30,110,109369,7759
22-07-2016 01:40,110,109369,7759
22-07-2016 01:50,110,109369,7759
22-07-2016 02:00,110,109369,7759
22-07-2016 02:10,110,109369,7759
22-07-2016 02:20,110,109369,7759
22-07-2016 02:30,110,109369,7759
22-07-2016 02:40,110,109369,7759
22-07-2016 02:50,110,109369,7759
22-07-2016 03:00,110,109369,7759
22-07-2016 03:10,110,109369,7759
22-07-2016 03:20,110,109777,8196
22-07-2016 03:30,110,109777,8196
22-07-2016 03:40,110,109777,8196
22-07-2016 03:50,110,109777,8196
22-07-2016 04:00,110,109777,8196
22-07-2016 04:10,110,109777,8196
22-07-2016 04:20,110,109777,8196
22-07-2016 04:30,110,109777,8196
22-07-2016 04:40,110,109777,8196
22-07-2016 04:50,110,109777,8196
22-07-2016 05:00,110,109777,8196
22-07-2016 05:10,110,109777,8196
22-07-2016 05:20,110,109777,8196
22-07-2016 05:30,110,109777,8196
22-07-2016 05:40,110,109777,8196
22-07-2016 05:50,110,109777,8196
22-07-2016 06:00,110,109777,8196
22-07-2016 06:10,110,109777,8196
22-07-2016 06:20,110,109777,8196
22-07-2016 06:30,110,109777,8196
22-07-2016 06:40,110,109777,8196
22-07-2016 06:50,110,109777,8196
22-07-2016 07:00,110,109777,8196
22-07-2016 07:10,110,109777,8196
22-07-2016 07:20,110,109991,8196
22-07-2016 07:30,110,109777,8435
22-07-2016 07:40,110,109991,8435
22-07-2016 07:50,110,109991,8435
22-07-2016 08:00,110,109991,8435
22-07-2016 08:10,110,109991,8435
22-07-2016 08:20,110,109991,8435
22-07-2016 08:30,110,109991,8435
22-07-2016 08:40,110,109991,8435
22-07-2016 08:50,110,109991,8435
22-07-2016 09:00,110,109991,8435
22-07-2016 09:10,110,109991,8435
22-07-2016 09:20,110,109991,8435
22-07-2016 09:30,110,109991,8435
22-07-2016 09:40,110,109991,8435
22-07-2016 09:50,110,109991,8435
22-07-2016 10:00,110,109991,8435
22-07-2016 10:10,110,109991,8435
22-07-2016 10:20,110,109991,8435
22-07-2016 10:30,110,109991,8435
22-07-2016 10:40,110,109991,8435
22-07-2016 10:50,110,109991,8435
22-07-2016 11:00,110,109991,8435
22-07-2016 11:10,110,110258,8713
22-07-2016 11:20,110,110258,8713
22-07-2016 11:30,110,110258,8713
22-07-2016 11:40,110,110258,8713
22-07-2016 11:50,110,110258,8713
22-07-2016 12:00,110,110258,8713
22-07-2016 12:10,110,110258,8713
22-07-2016 12:20,110,110258,8713
22-07-2016 12:30,110,110258,8713
22-07-2016 12:40,110,110258,8713
22-07-2016 12:50,110,110258,8713
22-07-2016 13:00,110,110258,8713
22-07-2016 13:10,110,110258,8713
22-07-2016 13:20,110,110258,8713
22-07-2016 13:30,110,110258,8713
22-07-2016 13:40,110,110258,8713
22-07-2016 13:50,110,110258,8713
22-07-2016 14:00,110,110258,8713
22-07-2016 14:10,110,110258,8713
22-07-2016 14:20,110,110258,8713
22-07-2016 14:30,110,110258,8713
22-07-2016 14:40,110,110258,8713
22-07-2016 14:50,110,110258,8713
22-07-2016 15:00,110,110625,8713
22-07-2016 15:10,110,110625,9116
22-07-2016 15:20,110,110625,9116
22-07-2016 15:30,110,110625,9116
22-07-2016 15:40,110,110625,9116
22-07-2016 15:50,110,110625,9116
22-07-2016 16:00,110,110625,9116
22-07-2016 16:10,110,110625,9116
22-07-2016 16:20,110,110625,9116
22-07-2016 16:30,110,110625,9116
22-07-2016 16:40,110,110625,9116
22-07-2016 16:50,110,110625,9116
22-07-2016 17:00,110,110625,9116
22-07-2016 17:10,110,110625,9116
22-07-2016 17:20,110,110625,9116
22-07-2016 17:30,110,110625,9116
22-07-2016 17:40,110,110625,9116
22-07-2016 17:50,110,110625,9116
22-07-2016 18:00,110,110625,9116
22-07-2016 18:10,110,110625,9116
22-07-2016 18:20,110,110625,9116
22-07-2016 18:30,110,110625,9116
22-07-2016 18:40,110,110625,9116
22-07-2016 18:50,110,110625,9116
22-07-2016 19:00,110,110625,9116
22-07-2016 19:10,110,110625,9116
22-07-2016 19:20,110,111140,9686
22-07-2016 19:30,110,111140,9686
22-07-2016 19:40,110,111140,9686
22-07-2016 19:50,110,111140,9686
22-07-2016 20:00,110,111140,9686
22-07-2016 20:10,110,111140,9686
22-07-2016 20:20,110,111140,9686
22-07-2016 20:30,110,111140,9686
22-07-2016 20:40,110,111140,9686
22-07-2016 20:50,110,111140,9686
22-07-2016 21:00,110,111140,9686
22-07-2016 21:10,110,111140,9686
22-07-2016 21:20,110,111140,9686
22-07-2016 21:30,110,111140,9686
22-07-2016 21:40,110,111140,9686
22-07-2016 21:50,110,111140,9686
22-07-2016 22:00,110,111140,9686
22-07-2016 22:10,110,111140,9686
22-07-2016 22:20,110,111140,9686
22-07-2016 22:30,110,111140,9686
22-07-2016 22:40,110,111140,9686
22-07-2016 22:50,110,111140,9686
22-07-2016 23:00,110,111140,9686
22-07-2016 23:10,110,111547,9686
22-07-2016 23:20,110,111140,10132
22-07-2016 23:30,110,111547,10132
22-07-2016 23:40,110,111547,10132
22-07-2016 23:50,110,111547,10132
23-07-2016 00:00,110,111547,10132
23-07-2016 00:10,110,111547,10132
23-07-2016 00:20,110,111547,10132
23-07-2016 00:30,110,111547,10132
23-07-2016 00:40,110,111547,10132
23-07-2016 00:50,110,111547,10132
23-07-2016 01:00,110,111547,10132
23-07-2016 01:10,110,111547,10132
23-07-2016 01:20,110,111547,10132
23-07-2016 01:30,110,111547,10132
23-07-2016 01:40,110,111547,10132
23-07-2016 01:50,110,111547,10132
23-07-2016 02:00,110,111547,10132
23-07-2016 02:10,110,111547,10132
23-07-2016 02:20,110,111547,10132
23-07-2016 02:30,110,111547,10132
23-07-2016 02:40,110,111547,10132
23-07-2016 02:50,110,111547,10132
23-07-2016 03:00,110,111547,10132
23-07-2016 03:10,110,111547,10132
23-07-2016 03:20,110,111547,10465
23-07-2016 03:30,110,111850,10465
23-07-2016 03:40,110,111850,10465
23-07-2016 03:50,110,111850,10465
23-07-2016 04:00,110,111850,10465
23-07-2016 04:10,110,111850,10465
23-07-2016 04:20,110,111850,10465
23-07-2016 04:30,110,111850,10465
23-07-2016 04:40,110,111850,10465
23-07-2016 04:50,110,111850,10465
23-07-2016 05:00,110,111850,10465
23-07-2016 05:10,110,111850,10465
23-07-2016 05:20,110,111850,10465
23-07-2016 05:30,110,111850,10465
23-07-2016 05:40,110,111850,10465
23-07-2016 05:50,110,111850,10465
23-07-2016 06:00,110,111850,10465
23-07-2016 06:10,110,111850,10465
23-07-2016 06:20,110,111850,10465
23-07-2016 06:30,110,111850,10465
23-07-2016 06:40,110,111850,10465
23-07-2016 06:50,110,111850,10465
23-07-2016 07:00,110,111850,10465
23-07-2016 07:10,110,111850,10465
23-07-2016 07:20,110,111850,10465
23-07-2016 07:30,110,111850,10465
23-07-2016 07:40,110,111850,10465
23-07-2016 07:50,110,111850,10465
23-07-2016 08:00,110,111850,10465
23-07-2016 08:10,110,111850,10465
23-07-2016 08:20,110,111850,10465
23-07-2016 08:30,110,111850,10465
23-07-2016 08:40,110,111850,10465
23-07-2016 08:50,110,111850,10465
23-07-2016 09:00,110,111850,10465
23-07-2016 09:10,110,111850,10465
23-07-2016 09:20,110,111850,10465
23-07-2016 09:30,110,111850,10465
23-07-2016 09:40,110,111850,10465
23-07-2016 09:50,110,111850,10465
23-07-2016 10:00,110,111850,10465
23-07-2016 10:10,110,111850,10465
23-07-2016 10:20,110,111850,10465
23-07-2016 10:30,110,111850,10465
23-07-2016 10:40,110,111850,10465
23-07-2016 10:50,110,111850,10465
23-07-2016 11:00,110,111850,10465
23-07-2016 11:10,110,112152,10792
23-07-2016 11:20,110,112152,10792
23-07-2016 11:30,110,112152,10792
23-07-2016 11:40,110,112152,10792
23-07-2016 11:50,110,112152,10792
23-07-2016 12:00,110,112152,10792
23-07-2016 12:10,110,112152,10792
23-07-2016 12:20,110,112152,10792
23-07-2016 12:30,110,112152,10792
23-07-2016 12:40,110,112152,10792
23-07-2016 12:50,110,112152,10792
23-07-2016 13:00,110,112152,10792
23-07-2016 13:10,110,112152,10792
23-07-2016 13:20,110,112152,10792
23-07-2016 13:30,110,112152,10792
23-07-2016 13:40,110,112152,10792
23-07-2016 13:50,110,112152,10792
23-07-2016 14:00,110,112152,10792
23-07-2016 14:10,110,112152,10792
23-07-2016 14:20,110,112152,10792
23-07-2016 14:30,110,112152,10792
23-07-2016 14:40,110,112152,10792
23-07-2016 14:50,110,112152,10792
23-07-2016 15:00,110,112504,11183
23-07-2016 15:10,110,112504,11183
23-07-2016 15:20,110,112504,11183
23-07-2016 15:30,110,112504,11183
23-07-2016 15:40,110,112504,11183
23-07-2016 15:50,110,112504,11183
23-07-2016 16:00,110,112504,11183
23-07-2016 16:10,110,112504,11183
23-07-2016 16:20,110,112504,11183
23-07-2016 16:30,110,112504,11183
23-07-2016 16:40,110,112504,11183
23-07-2016 16:50,110,112504,11183
23-07-2016 17:00,110,112504,11183
23-07-2016 17:10,110,112504,11183
23-07-2016 17:20,110,112504,11183
23-07-2016 17:30,110,112504,11183
23-07-2016 17:40,110,112504,11183
23-07-2016 17:50,110,112504,11183
23-07-2016 18:00,110,112504,11183
23-07-2016 18:10,110,112504,11183
23-07-2016 18:20,110,112504,11183
23-07-2016 18:30,110,112504,11183
23-07-2016 18:40,110,112504,11183
23-07-2016 18:50,110,112504,11183
23-07-2016 19:00,110,112504,11183
23-07-2016 19:10,110,112856,11566
23-07-2016 19:20,110,112856,11566
23-07-2016 19:30,110,112856,11566
23-07-2016 19:40,110,112856,11566
23-07-2016 19:50,110,112856,11566
23-07-2016 20:00,110,112856,11566
23-07-2016 20:10,110,112856,11566
23-07-2016 20:20,110,112856,11566
23-07-2016 20:30,110,112856,11566
23-07-2016 20:40,110,112856,11566
23-07-2016 20:50,110,112856,11566
23-07-2016 21:00,110,112856,11566
23-07-2016 21:10,110,112856,11566
23-07-2016 21:20,110,112856,11566
23-07-2016 21:30,110,112856,11566
23-07-2016 21:40,110,112856,11566
23-07-2016 21:50,110,112856,11566
23-07-2016 22:00,110,112856,11566
23-07-2016 22:10,110,112856,11566
23-07-2016 22:20,110,112856,11566
23-07-2016 22:30,110,112856,11566
23-07-2016 22:40,110,112856,11566
23-07-2016 22:50,110,112856,11566
23-07-2016 23:00,110,112856,11566
23-07-2016 23:10,110,113230,11566
23-07-2016 23:20,110,113230,11566
23-07-2016 23:30,110,113230,11969
23-07-2016 23:40,110,113230,11969
23-07-2016 23:50,110,113230,11969
24-07-2016 00:00,110,113230,11969
24-07-2016 00:10,110,113230,11969
24-07-2016 00:20,110,113230,11969
24-07-2016 00:30,110,113230,11969
