Unnamed: 0,android_total_ratings,ios_file_size,ios_current_ratings,ios_all_ratings,android_avg_rating,android_rating_1,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_file_size
7/22/2016 18:10,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 18:20,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 18:30,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 18:40,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 18:50,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:00,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:10,1414942,110,9116,110625,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:20,1414942,110,9686,111140,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:30,1414942,110,9686,111140,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:40,1414942,110,9686,111140,3.9,218000,185404,803463,77670,130405,58
7/22/2016 19:50,1414942,110,9686,111140,3.9,218000,185404,803463,77670,130405,58
7/22/2016 20:00,1414942,110,9686,111140,3.9,218000,185404,803463,77670,130405,58
7/22/2016 20:10,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 20:20,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 20:30,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 20:40,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 20:50,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:00,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:10,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:20,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:30,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:40,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 21:50,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:00,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:10,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:20,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:30,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:40,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 22:50,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:00,1424989,110,9686,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:10,1424989,110,9686,111547,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:20,1424989,110,10132,111140,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:30,1424989,110,10132,111547,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:40,1424989,110,10132,111547,3.9,219251,186871,809289,78175,131403,58
7/22/2016 23:50,1424989,110,10132,111547,3.9,219251,186871,809289,78175,131403,58
7/23/2016 0:00,1424989,110,10132,111547,3.9,219251,186871,809289,78175,131403,58
7/23/2016 0:10,1424989,110,10132,111547,3.9,219251,186871,809289,78175,131403,58
7/23/2016 0:20,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 0:30,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 0:40,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 0:50,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:00,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:10,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:20,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:30,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:40,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 1:50,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 2:00,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 2:10,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 2:20,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 2:30,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
7/23/2016 2:40,1431662,110,10132,111547,3.9,219984,187860,813198,78504,132116,58
