,Unnamed: 0,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
285,2016-07-22 23:30:00,1424989,3.9,58.0,186871,809289,78175,131403,219251
286,2016-07-22 23:40:00,1424989,3.9,58.0,186871,809289,78175,131403,219251
287,2016-07-22 23:50:00,1424989,3.9,58.0,186871,809289,78175,131403,219251
288,2016-07-23 00:00:00,1424989,3.9,58.0,186871,809289,78175,131403,219251
289,2016-07-23 00:10:00,1424989,3.9,58.0,186871,809289,78175,131403,219251
290,2016-07-23 00:20:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
291,2016-07-23 00:30:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
292,2016-07-23 00:40:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
293,2016-07-23 00:50:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
294,2016-07-23 01:00:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
295,2016-07-23 01:10:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
296,2016-07-23 01:20:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
297,2016-07-23 01:30:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
298,2016-07-23 01:40:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
299,2016-07-23 01:50:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
300,2016-07-23 02:00:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
301,2016-07-23 02:10:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
302,2016-07-23 02:20:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
303,2016-07-23 02:30:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
304,2016-07-23 02:40:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
305,2016-07-23 02:50:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
306,2016-07-23 03:00:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
307,2016-07-23 03:10:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
308,2016-07-23 03:20:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
309,2016-07-23 03:30:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
310,2016-07-23 03:40:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
311,2016-07-23 03:50:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
312,2016-07-23 04:00:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
313,2016-07-23 04:10:00,1431662,3.9,58.0,187860,813198,78504,132116,219984
314,2016-07-23 04:20:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
315,2016-07-23 04:30:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
316,2016-07-23 04:40:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
317,2016-07-23 04:50:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
318,2016-07-23 05:00:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
319,2016-07-23 05:10:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
320,2016-07-23 05:20:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
321,2016-07-23 05:30:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
322,2016-07-23 05:40:00,1439453,3.9,58.0,189026,817592,78908,132915,221012
